year,country_name,right_votes,right_populist_votes,left_votes,left_populist_votes,populist_votes,other_votes,c2_left_votes,c2_right_votes,c2_populist_votes,country_code,pop,total_population,weight
1993,Austria,0,16.6,0,0,0,0,NA,NA,16.6,AUT,7905633,493577339,0.01601700964638492
1994,Austria,0,22.5,0,0,0,0,0,22.5,22.5,AUT,7936118,494866526,0.016036885873343554
1995,Austria,0,21.9,0,0,0,0,0,21.9,21.9,AUT,7948278,495896419,0.016028101223291954
1996,Austria,0,21.9,0,0,0,0,NA,NA,21.9,AUT,7959017,496794186,0.01602075310921614
1997,Austria,0,21.9,0,0,0,0,NA,NA,21.9,AUT,7968041,497629796,0.01601198534341782
1998,Austria,0,21.9,0,0,0,0,NA,NA,21.9,AUT,7976789,498422758,0.01600406255927824
1999,Austria,0,26.9,0,0,0,0,0,26.9,26.9,AUT,7992324,499391700,0.01600411861070178
2000,Austria,0,26.9,0,0,0,0,NA,NA,26.9,AUT,8011566,500188098,0.016017106428629975
2001,Austria,0,26.9,0,0,0,0,NA,NA,26.9,AUT,8042293,501057553,0.016050637200952442
2002,Austria,0,10.01,0,0,0,0,0,10.01,10.01,AUT,8081957,502405026,0.0160865369209105
2003,Austria,0,10.01,0,0,0,0,NA,NA,10.01,AUT,8121423,504353870,0.01610262849772522
2004,Austria,0,10.01,0,0,0,0,NA,NA,10.01,AUT,8171966,506454762,0.016135628713863294
2005,Austria,0,10.01,0,0,0,0,NA,NA,10.01,AUT,8227829,508547485,0.016179077161299894
2006,Austria,0,15.1,1,0,2.8,0,1,15.1,17.9,AUT,8268641,510559016,0.0161952697746503
2007,Austria,0,15.1,1,0,2.8,0,NA,NA,17.9,AUT,8295487,512690302,0.01618030800980511
2008,Austria,0,28.24,0,0,0,0,0,28.24,28.24,AUT,8321496,514811015,0.016164176285155825
2009,Austria,0,28.24,0,0,0,0,NA,NA,28.24,AUT,8343323,516555899,0.016151829871949637
2010,Austria,0,28.24,0,0,0,0,NA,NA,28.24,AUT,8363404,517886877,0.016149094274115
2011,Austria,0,28.24,0,0,0,0,NA,NA,28.24,AUT,8391643,517857388,0.01620454432910398
2012,Austria,0,28.24,0,0,0,0,NA,NA,28.24,AUT,8429991,519116989,0.016239096732779054
2013,Austria,0,20.5,1,0,9.2,0,1,20.5,29.7,AUT,8479823,520057474,0.0163055497208372
2014,Austria,0,20.5,1,0,9.2,0,NA,NA,29.7,AUT,8546356,521194086,0.01639764577067745
2015,Austria,0,20.5,1,0,9.2,0,NA,NA,29.7,AUT,8642699,522683036,0.016535258282229768
2016,Austria,0,20.5,1,0,9.2,0,NA,NA,29.7,AUT,8736668,524226948,0.016665812456478295
2017,Austria,0,26,0,0,0,4.4,0,26,26,AUT,8797566,525359268,0.016745809079359384
2018,Austria,0,26,0,0,0,4.4,NA,NA,26,AUT,8840521,526797856,0.01678161917196565
2019,Austria,0,16.2,0,0,0,1.9,0,16.2,16.2,AUT,8879920,527825192,0.016823600189208098
2020,Austria,0,16.2,0,0,0,1.9,NA,NA,16.2,AUT,8916864,527999064,0.016888029937871255
2021,Austria,0,16.2,0,0,0,1.9,NA,NA,16.2,AUT,8955797,527696744,0.016971484288711095
2022,Austria,0,16.2,0,0,0,1.9,NA,NA,16.2,AUT,9041851,529422891,0.0170786929573848
2023,Austria,0,16.2,0,0,0,1.9,NA,NA,16.2,AUT,9131761,532183631,0.017159041481304035
2024,Austria,0,28.800000000000004,0,0,0,0,0,28.800000000000004,28.800000000000004,AUT,9177982,534418555,0.017173771221322957
2025,Austria,0,28.800000000000004,0,0,0,0,NA,NA,28.800000000000004,AUT,9177982,534418555,0.017173771221322957
2026,Austria,0,28.800000000000004,0,0,0,0,NA,NA,28.800000000000004,AUT,9177982,534418555,0.017173771221322957
1993,Belgium,0,7.6,0.49,0,0,0,NA,NA,7.6,BEL,10084475,493577339,0.020431397884739598
1994,Belgium,0,7.6,0.49,0,0,0,NA,NA,7.6,BEL,10115603,494866526,0.020441073438052668
1995,Belgium,0,10.11,0.6,0,0,0,0.6,10.11,10.11,BEL,10136811,495896419,0.02044138778102368
1996,Belgium,0,10.11,0.6,0,0,0,NA,NA,10.11,BEL,10156637,496794186,0.02044435560282503
1997,Belgium,0,10.11,0.6,0,0,0,NA,NA,10.11,BEL,10181245,497629796,0.020459476264962237
1998,Belgium,0,10.11,0.6,0,0,0,NA,NA,10.11,BEL,10203008,498422758,0.020470590149095882
1999,Belgium,0,11.319999999999999,0,0,0,0,0,11.319999999999999,11.319999999999999,BEL,10226419,499391700,0.02047775123214903
2000,Belgium,0,11.319999999999999,0,0,0,0,NA,NA,11.319999999999999,BEL,10251250,500188098,0.02049478994200298
2001,Belgium,0,11.319999999999999,0,0,0,0,NA,NA,11.319999999999999,BEL,10286570,501057553,0.02052971747139794
2002,Belgium,0,11.319999999999999,0,0,0,0,NA,NA,11.319999999999999,BEL,10332785,502405026,0.020566643375896483
2003,Belgium,0,13.57,0,0,0,3.06,0,13.57,13.57,BEL,10376133,504353870,0.020573120614698563
2004,Belgium,0,13.57,0,0,0,3.06,NA,NA,13.57,BEL,10421137,506454762,0.02057663938008347
2005,Belgium,0,13.57,0,0,0,3.06,NA,NA,13.57,BEL,10478617,508547485,0.020604992275205136
2006,Belgium,0,13.57,0,0,0,3.06,NA,NA,13.57,BEL,10547958,510559016,0.020659625370321538
2007,Belgium,0,14,0.84,0,4.03,0,0.84,14,18.03,BEL,10625700,512690302,0.020725377403374406
2008,Belgium,0,14,0.84,0,4.03,0,NA,NA,18.03,BEL,10709973,514811015,0.020803698227008605
2009,Belgium,0,14,0.84,0,4.03,0,NA,NA,18.03,BEL,10796493,516555899,0.020900918992312195
2010,Belgium,0,9.05,1.55,0,2.31,17.4,1.55,9.05,11.360000000000001,BEL,10895586,517886877,0.02103854429198058
2011,Belgium,0,9.05,1.55,0,2.31,17.4,NA,NA,11.360000000000001,BEL,11038264,517857388,0.021315258323590817
2012,Belgium,0,9.05,1.55,0,2.31,17.4,NA,NA,11.360000000000001,BEL,11106932,519116989,0.021395816810765175
2013,Belgium,0,9.05,1.55,0,2.31,17.4,NA,NA,11.360000000000001,BEL,11159407,520057474,0.021458026387291187
2014,Belgium,0,5.1899999999999995,3.72,0,0,20.26,3.72,5.1899999999999995,5.1899999999999995,BEL,11209057,521194086,0.021506493072525
2015,Belgium,0,5.1899999999999995,3.72,0,0,20.26,NA,NA,5.1899999999999995,BEL,11274196,522683036,0.021569852517654697
2016,Belgium,0,5.1899999999999995,3.72,0,0,20.26,NA,NA,5.1899999999999995,BEL,11331422,524226948,0.021615489328106804
2017,Belgium,0,5.1899999999999995,3.72,0,0,20.26,NA,NA,5.1899999999999995,BEL,11375158,525359268,0.021652150619335796
2018,Belgium,0,5.1899999999999995,3.72,0,0,20.26,NA,NA,5.1899999999999995,BEL,11427054,526797856,0.021691534750665348
2019,Belgium,0,13.059999999999999,8.62,0,0,16.03,8.62,13.059999999999999,13.059999999999999,BEL,11488980,527825192,0.021766638224421847
2020,Belgium,0,13.059999999999999,8.62,0,0,16.03,NA,NA,13.059999999999999,BEL,11538604,527999064,0.02185345540688307
2021,Belgium,0,13.059999999999999,8.62,0,0,16.03,NA,NA,13.059999999999999,BEL,11586195,527696744,0.02195616162452577
2022,Belgium,0,13.059999999999999,8.62,0,0,16.03,NA,NA,13.059999999999999,BEL,11680210,529422891,0.022062155223280665
2023,Belgium,0,13.059999999999999,8.62,0,0,16.03,NA,NA,13.059999999999999,BEL,11779946,532183631,0.022135115238070897
2024,Belgium,0,13.77,9.86,0,0,16.7,9.86,13.77,13.77,BEL,11858610,534418555,0.02218974227045691
2025,Belgium,0,13.77,9.86,0,0,16.7,NA,NA,13.77,BEL,11858610,534418555,0.02218974227045691
2026,Belgium,0,13.77,9.86,0,0,16.7,NA,NA,13.77,BEL,11858610,534418555,0.02218974227045691
1993,Bulgaria,0,0,0,0,0,0,NA,NA,0,BGR,8472313,493577339,0.017165117460953772
1994,Bulgaria,0,0,0,0,0,0,0,0,0,BGR,8443591,494866526,0.01706236036664157
1995,Bulgaria,0,0,0,0,0,0,NA,NA,0,BGR,8406067,495896419,0.01695125570164684
1996,Bulgaria,0,0,0,0,0,0,NA,NA,0,BGR,8362826,496794186,0.016833582669987204
1997,Bulgaria,0,0,0,0,0,0,0,0,0,BGR,8312068,497629796,0.016703316535330612
1998,Bulgaria,0,0,0,0,0,0,NA,NA,0,BGR,8256786,498422758,0.016565828641396024
1999,Bulgaria,0,0,0,0,0,0,NA,NA,0,BGR,8210624,499391700,0.01644125042526738
2000,Bulgaria,0,0,0,0,0,0,NA,NA,0,BGR,8170172,500188098,0.016334199139620472
2001,Bulgaria,0,0,0,0,42.74,0,0,0,42.74,BGR,8009142,501057553,0.015984475140723008
2002,Bulgaria,0,0,0,0,42.74,0,NA,NA,42.74,BGR,7837161,502405026,0.01559928861061991
2003,Bulgaria,0,0,0,0,42.74,0,NA,NA,42.74,BGR,7775327,504353870,0.015416411893498507
2004,Bulgaria,0,0,0,0,42.74,0,NA,NA,42.74,BGR,7716860,506454762,0.015237017358719199
2005,Bulgaria,0,8.14,0,0,19.88,0,0,8.14,28.02,BGR,7658972,508547485,0.015060485452995603
2006,Bulgaria,0,8.14,0,0,19.88,0,NA,NA,28.02,BGR,7601022,510559016,0.014887646210913255
2007,Bulgaria,0,8.14,0,0,19.88,0,NA,NA,28.02,BGR,7545338,512690302,0.01471714594671619
2008,Bulgaria,0,8.14,0,0,19.88,0,NA,NA,28.02,BGR,7492561,514811015,0.014554002889778882
2009,Bulgaria,0,13.489999999999998,0,0,42.74,0,0,13.489999999999998,56.230000000000004,BGR,7444443,516555899,0.014411689062910111
2010,Bulgaria,0,13.489999999999998,0,0,42.74,0,NA,NA,56.230000000000004,BGR,7395599,517886877,0.014280336746204133
2011,Bulgaria,0,13.489999999999998,0,0,42.74,0,NA,NA,56.230000000000004,BGR,7348328,517857388,0.014189868041430742
2012,Bulgaria,0,13.489999999999998,0,0,42.74,0,NA,NA,56.230000000000004,BGR,7305888,519116989,0.014073683109608265
2013,Bulgaria,0,14.556,0,0,30.535,0,0,14.556,45.091,BGR,7160005,520057474,0.013767718681031781
2014,Bulgaria,0,11.8,0,0,38.36,0,0,11.8,50.16,BGR,7073572,521194086,0.013571857758953927
2015,Bulgaria,0,11.8,0,0,38.36,0,NA,NA,50.16,BGR,6984225,522683036,0.013362256891765662
2016,Bulgaria,0,11.8,0,0,38.36,0,NA,NA,50.16,BGR,6894139,524226948,0.013151058003221918
2017,Bulgaria,0,14.68,0,0,33.54,0,0,14.68,48.22,BGR,6803468,525359268,0.012950124637374818
2018,Bulgaria,0,14.68,0,0,33.54,0,NA,NA,48.22,BGR,6710798,526797856,0.01273884835248836
2019,Bulgaria,0,14.68,0,0,33.54,0,NA,NA,48.22,BGR,6616726,527825192,0.012535828339167259
2020,Bulgaria,0,14.68,0,0,33.54,0,NA,NA,48.22,BGR,6550696,527999064,0.012406643205715986
2021,Bulgaria,0,5.94,0,0,34.55,0,0,5.94,40.489999999999995,BGR,6507301,527696744,0.0123315162998239
2022,Bulgaria,0,10.18,0,0,30.169999999999998,9.3,0,10.18,40.349999999999994,BGR,6465097,529422891,0.0122115932459747
2023,Bulgaria,0,13.58,0,0,31.470000000000002,8.56,0,13.58,45.050000000000004,BGR,6446596,532183631,0.01211348043134382
2024,Bulgaria,0,18.163,0,0,33.2,11.6,0,18.163,51.363,BGR,6441421,534418555,0.012053138761246791
2025,Bulgaria,0,18.163,0,0,33.2,11.6,NA,NA,51.363,BGR,6441421,534418555,0.012053138761246791
2026,Bulgaria,0,7.457,0,0,65.34100000000001,6.121,0,7.457,72.798,BGR,6441421,534418555,0.012053138761246791
1993,Croatia,7.07,44.71,0,0,0,0,NA,NA,44.71,HRV,4600463,493577339,0.009320652786290094
1994,Croatia,7.07,44.71,0,0,0,0,NA,NA,44.71,HRV,4652024,494866526,0.00940056309244081
1995,Croatia,5.01,45.23,0,0,0,0,0,50.239999999999995,45.23,HRV,4620030,495896419,0.009316522207029691
1996,Croatia,5.01,45.23,0,0,0,0,NA,NA,45.23,HRV,4557097,496794186,0.009173007914388112
1997,Croatia,5.01,45.23,0,0,0,0,NA,NA,45.23,HRV,4534920,497629796,0.009113039525470858
1998,Croatia,5.01,45.23,0,0,0,0,NA,NA,45.23,HRV,4532135,498422758,0.009092953576570032
1999,Croatia,5.01,45.23,0,0,0,0,NA,NA,45.23,HRV,4512597,499391700,0.009036187425622011
2000,Croatia,5.3,24.4,0,0,0,0,0,29.7,24.4,HRV,4468302,500188098,0.00893324334958486
2001,Croatia,5.3,24.4,0,0,0,0,NA,NA,24.4,HRV,4299642,501057553,0.008581133992006702
2002,Croatia,5.3,24.4,0,0,0,0,NA,NA,24.4,HRV,4302174,502405026,0.008563158761074973
2003,Croatia,6.5,0,0,0,0,33.2,0,6.5,0,HRV,4303399,504353870,0.008532499215283111
2004,Croatia,6.5,0,0,0,0,33.2,NA,NA,0,HRV,4304600,506454762,0.008499475813004597
2005,Croatia,6.5,0,0,0,0,33.2,NA,NA,0,HRV,4310145,508547485,0.00847540323594364
2006,Croatia,6.5,0,0,0,0,33.2,NA,NA,0,HRV,4311159,510559016,0.00844399739284988
2007,Croatia,3.4,0,0,0,1.8,35.9,0,3.4,1.8,HRV,4310217,512690302,0.008407057795292567
2008,Croatia,3.4,0,0,0,1.8,35.9,NA,NA,1.8,HRV,4309705,514811015,0.008371431213452183
2009,Croatia,3.4,0,0,0,1.8,35.9,NA,NA,1.8,HRV,4305181,516555899,0.008334395190016018
2010,Croatia,3.4,0,0,0,1.8,35.9,NA,NA,1.8,HRV,4295427,517886877,0.008294141425020121
2011,Croatia,3,0,0,0,7.15,23.5,0,3,7.15,HRV,4280622,517857388,0.008266024776690065
2012,Croatia,3,0,0,0,7.15,23.5,NA,NA,7.15,HRV,4260368,519116989,0.008206951593333425
2013,Croatia,3,0,0,0,7.15,23.5,NA,NA,7.15,HRV,4233922,520057474,0.008141257864125995
2014,Croatia,3,0,0,0,7.15,23.5,NA,NA,7.15,HRV,4201598,521194086,0.00806148441216196
2015,Croatia,0,0,0,0,22.3,34.08,0,0,22.3,HRV,4151725,522683036,0.007943102634002455
2016,Croatia,0,0,0,0,20.38,35.17,0,0,20.38,HRV,4106867,524226948,0.007834139423141597
2017,Croatia,0,0,0,0,20.38,35.17,NA,NA,20.38,HRV,4041407,525359268,0.00769265385834975
2018,Croatia,0,0,0,0,20.38,35.17,NA,NA,20.38,HRV,3988775,526797856,0.007571737345871051
2019,Croatia,0,0,0,0,20.38,35.17,NA,NA,20.38,HRV,3949390,527825192,0.0074823825384977075
2020,Croatia,0,18.28,0,0,9.25,37.26,0,18.28,27.53,HRV,3914206,527999064,0.007413282081121265
2021,Croatia,0,18.28,0,0,9.25,37.26,NA,NA,27.53,HRV,3878981,527696744,0.007350776831778216
2022,Croatia,0,18.28,0,0,9.25,37.26,NA,NA,27.53,HRV,3855641,529422891,0.007282724388281125
2023,Croatia,0,18.28,0,0,9.25,37.26,NA,NA,27.53,HRV,3859686,532183631,0.007252545503414779
2024,Croatia,0,17.6,0,0.8,12,34.4,0.8,17.6,30.400000000000002,HRV,3866200,534418555,0.007234404501542803
2025,Croatia,0,17.6,0,0.8,12,34.4,NA,NA,30.400000000000002,HRV,3866200,534418555,0.007234404501542803
2026,Croatia,0,17.6,0,0.8,12,34.4,NA,NA,30.400000000000002,HRV,3866200,534418555,0.007234404501542803
1993,Cyprus,0,0,0,0,0,30.6,NA,NA,0,CYP,826034,493577339,0.0016735654875760007
1994,Cyprus,0,0,0,0,0,30.6,NA,NA,0,CYP,844667,494866526,0.001706858224635707
1995,Cyprus,0,0,0,0,0,30.6,NA,NA,0,CYP,862695,495896419,0.0017396677349267166
1996,Cyprus,0,1.7,0,0,0,33,0,1.7,1.7,CYP,880290,496794186,0.0017719410267011458
1997,Cyprus,0,1.7,0,0,0,33,NA,NA,1.7,CYP,897568,497629796,0.0018036862085324167
1998,Cyprus,0,1.7,0,0,0,33,NA,NA,1.7,CYP,914548,498422758,0.0018348841125749719
1999,Cyprus,0,1.7,0,0,0,33,NA,NA,1.7,CYP,931234,499391700,0.0018647366385945142
2000,Cyprus,0,1.7,0,0,0,33,NA,NA,1.7,CYP,947667,500188098,0.0018946212510638348
2001,Cyprus,0,3,0,0,0,34.7,0,3,3,CYP,964127,501057553,0.0019241841465664922
2002,Cyprus,0,3,0,0,0,34.7,NA,NA,3,CYP,981440,502405026,0.001953483642100348
2003,Cyprus,0,3,0,0,0,34.7,NA,NA,3,CYP,999590,504353870,0.001981921939054418
2004,Cyprus,0,3,0,0,0,34.7,NA,NA,3,CYP,1017875,506454762,0.0020098043820940517
2005,Cyprus,0,3,0,0,0,34.7,NA,NA,3,CYP,1036151,508547485,0.0020374714860697815
2006,Cyprus,5.75,0,0,0,0,31.13,0,5.75,0,CYP,1054418,510559016,0.0020652225638103316
2007,Cyprus,5.75,0,0,0,0,31.13,NA,NA,0,CYP,1072714,512690302,0.0020923235641777363
2008,Cyprus,5.75,0,0,0,0,31.13,NA,NA,0,CYP,1091026,514811015,0.0021192747789205713
2009,Cyprus,5.75,0,0,0,0,31.13,NA,NA,0,CYP,1109371,516555899,0.0021476301057593767
2010,Cyprus,5.75,0,0,0,0,31.13,NA,NA,0,CYP,1127816,517886877,0.002177726546255004
2011,Cyprus,4.96,0,0,0,0,32.67,0,4.96,0,CYP,1146493,517857388,0.0022139164692191278
2012,Cyprus,4.96,0,0,0,0,32.67,NA,NA,0,CYP,1165397,519116989,0.002244960239588691
2013,Cyprus,4.96,0,0,0,0,32.67,NA,NA,0,CYP,1183895,520057474,0.002276469542672124
2014,Cyprus,4.96,0,0,0,0,32.67,NA,NA,0,CYP,1201801,521194086,0.00230586077678556
2015,Cyprus,4.96,0,0,0,0,32.67,NA,NA,0,CYP,1219502,522683036,0.0023331577954636353
2016,Cyprus,3.71,0,0,0,6.01,30.910000000000004,0,3.71,6.01,CYP,1237112,524226948,0.002359878683687966
2017,Cyprus,3.71,0,0,0,6.01,30.910000000000004,NA,NA,6.01,CYP,1254275,525359268,0.0023874614504754486
2018,Cyprus,3.71,0,0,0,6.01,30.910000000000004,NA,NA,6.01,CYP,1270737,526797856,0.002412190910663084
2019,Cyprus,3.71,0,0,0,6.01,30.910000000000004,NA,NA,6.01,CYP,1286671,527825192,0.0024376839520005326
2020,Cyprus,3.71,0,0,0,6.01,30.910000000000004,NA,NA,6.01,CYP,1302247,527999064,0.0024663812661607294
2021,Cyprus,6.78,0,0,0,0,24.65,0,6.78,0,CYP,1317309,527696744,0.0024963371765659406
2022,Cyprus,6.78,0,0,0,0,24.65,NA,NA,0,CYP,1331370,529422891,0.0025147571490255036
2023,Cyprus,6.78,0,0,0,0,24.65,NA,NA,0,CYP,1344976,532183631,0.0025272780327210025
2024,Cyprus,6.78,0,0,0,0,24.65,NA,NA,0,CYP,1358282,534418555,0.002541607111676727
2025,Cyprus,6.78,0,0,0,0,24.65,NA,NA,0,CYP,1358282,534418555,0.002541607111676727
2026,Cyprus,6.78,0,0,0,0,24.65,NA,NA,0,CYP,1358282,534418555,0.002541607111676727
1993,Czech_Republic,5.98,0,14.05,0,0,0,NA,NA,0,CZE,10329855,493577339,0.02092854388519648
1994,Czech_Republic,5.98,0,14.05,0,0,0,NA,NA,0,CZE,10333587,494866526,0.020881563931038648
1995,Czech_Republic,5.98,0,14.05,0,0,0,NA,NA,0,CZE,10327253,495896419,0.020825423625412388
1996,Czech_Republic,8.01,0,10.33,0,0,0,10.33,8.01,0,CZE,10315241,496794186,0.02076361054676272
1997,Czech_Republic,8.01,0,10.33,0,0,0,NA,NA,0,CZE,10304131,497629796,0.020706418873680143
1998,Czech_Republic,3.9,0,11.03,0,0,0,11.03,3.9,0,CZE,10294373,498422758,0.020653898392015237
1999,Czech_Republic,3.9,0,11.03,0,0,0,NA,NA,0,CZE,10283860,499391700,0.02059277316783599
2000,Czech_Republic,3.9,0,11.03,0,0,0,NA,NA,0,CZE,10255063,500188098,0.020502413074211134
2001,Czech_Republic,3.9,0,11.03,0,0,0,NA,NA,0,CZE,10216605,501057553,0.020390082813500666
2002,Czech_Republic,0,0,18.51,0,0,0,18.51,0,0,CZE,10196916,502405026,0.020296206192809862
2003,Czech_Republic,0,0,18.51,0,0,0,NA,NA,0,CZE,10193998,504353870,0.020211995200909234
2004,Czech_Republic,0,0,18.51,0,0,0,NA,NA,0,CZE,10197101,506454762,0.020134278054236166
2005,Czech_Republic,0,0,18.51,0,0,0,NA,NA,0,CZE,10211216,508547485,0.02007917903674226
2006,Czech_Republic,0,0,12.81,0,0,0,12.81,0,0,CZE,10238905,510559016,0.020054302596039162
2007,Czech_Republic,0,0,12.81,0,0,0,NA,NA,0,CZE,10298828,512690302,0.02008781511923352
2008,Czech_Republic,0,0,12.81,0,0,0,NA,NA,0,CZE,10384603,514811015,0.020171679893057456
2009,Czech_Republic,0,0,12.81,0,0,0,NA,NA,0,CZE,10443936,516555899,0.02021840428154708
2010,Czech_Republic,0,0,11.27,0,10.88,0,11.27,0,10.88,CZE,10474410,517886877,0.020225285608076914
2011,Czech_Republic,0,0,11.27,0,10.88,0,NA,NA,10.88,CZE,10496088,517857388,0.02026829826747591
2012,Czech_Republic,0,0,11.27,0,10.88,0,NA,NA,10.88,CZE,10510785,519116989,0.020247430199206985
2013,Czech_Republic,0,6.88,14.91,0,18.65,0,14.91,6.88,25.529999999999998,CZE,10514272,520057474,0.02021751926595713
2014,Czech_Republic,0,6.88,14.91,0,18.65,0,NA,NA,25.529999999999998,CZE,10525347,521194086,0.02019467849449082
2015,Czech_Republic,0,6.88,14.91,0,18.65,0,NA,NA,25.529999999999998,CZE,10546059,522683036,0.020176776887015708
2016,Czech_Republic,0,6.88,14.91,0,18.65,0,NA,NA,25.529999999999998,CZE,10566332,524226948,0.020156026011848592
2017,Czech_Republic,0,10.64,7.76,0,29.64,0,7.76,10.64,40.28,CZE,10594438,525359268,0.020166081851629197
2018,Czech_Republic,0,10.64,7.76,0,29.64,0,NA,NA,40.28,CZE,10629928,526797856,0.020178381287869175
2019,Czech_Republic,0,10.64,7.76,0,29.64,0,NA,NA,40.28,CZE,10671870,527825192,0.020218568878008384
2020,Czech_Republic,0,10.64,7.76,0,29.64,0,NA,NA,40.28,CZE,10697858,527999064,0.020261130614428514
2021,Czech_Republic,0,10.89,3.61,0,31.81,0,3.61,10.89,42.7,CZE,10505772,527696744,0.0199087300034582
2022,Czech_Republic,0,10.89,3.61,0,31.81,0,NA,NA,42.7,CZE,10672118,529422891,0.020158021463412695
2023,Czech_Republic,0,10.89,3.61,0,31.81,0,NA,NA,42.7,CZE,10864042,532183631,0.020414085227660826
2024,Czech_Republic,0,10.89,3.61,0,31.81,0,NA,NA,42.7,CZE,10905028,534418555,0.020405406769605894
2025,Czech_Republic,0,7.8,4.3,0,42.37,0,4.3,7.8,50.169999999999995,CZE,10905028,534418555,0.020405406769605894
2026,Czech_Republic,0,7.8,4.3,0,42.37,0,NA,NA,50.169999999999995,CZE,10905028,534418555,0.020405406769605894
1993,Denmark,0,0,1.7,0,6.4,8.3,NA,NA,6.4,DNK,5188628,493577339,0.010512289746754359
1994,Denmark,0,0,3.1,0,6.4,7.3,3.1,0,6.4,DNK,5206180,494866526,0.010520372113429228
1995,Denmark,0,0,3.1,0,6.4,7.3,NA,NA,6.4,DNK,5233373,495896419,0.010553359128007738
1996,Denmark,0,0,3.1,0,6.4,7.3,NA,NA,6.4,DNK,5263074,496794186,0.010594073256726882
1997,Denmark,0,0,3.1,0,6.4,7.3,NA,NA,6.4,DNK,5284991,497629796,0.010620326681563898
1998,Denmark,0,7.4,2.7,0,2.4,7.6,2.7,7.4,9.8,DNK,5304219,498422758,0.010642008044102994
1999,Denmark,0,7.4,2.7,0,2.4,7.6,NA,NA,9.8,DNK,5321799,499391700,0.010656562774271178
2000,Denmark,0,7.4,2.7,0,2.4,7.6,NA,NA,9.8,DNK,5339616,500188098,0.010675216026431721
2001,Denmark,0,12,2.4,0,0.5,6.4,2.4,12,12.5,DNK,5358783,501057553,0.010694945057539129
2002,Denmark,0,12,2.4,0,0.5,6.4,NA,NA,12.5,DNK,5375931,502405026,0.01070039255538817
2003,Denmark,0,12,2.4,0,0.5,6.4,NA,NA,12.5,DNK,5390574,504353870,0.010688078987081035
2004,Denmark,0,12,2.4,0,0.5,6.4,NA,NA,12.5,DNK,5404523,506454762,0.010671284792855793
2005,Denmark,0,13.3,3.4,0,0,6,3.4,13.3,13.3,DNK,5419432,508547485,0.010656688234334695
2006,Denmark,0,13.3,3.4,0,0,6,NA,NA,13.3,DNK,5437272,510559016,0.010649644467349883
2007,Denmark,0,13.9,2.2,0,0,13,2.2,13.9,13.9,DNK,5461438,512690302,0.010652508890250083
2008,Denmark,0,13.9,2.2,0,0,13,NA,NA,13.9,DNK,5493621,514811015,0.010671141137102515
2009,Denmark,0,13.9,2.2,0,0,13,NA,NA,13.9,DNK,5523095,516555899,0.010692153570779375
2010,Denmark,0,13.9,2.2,0,0,13,NA,NA,13.9,DNK,5547683,517886877,0.01071215210575803
2011,Denmark,0,12.3,6.7,0,0,9.2,6.7,12.3,12.3,DNK,5570572,517857388,0.010756961528566625
2012,Denmark,0,12.3,6.7,0,0,9.2,NA,NA,12.3,DNK,5591572,519116989,0.01077131382421391
2013,Denmark,0,12.3,6.7,0,0,9.2,NA,NA,12.3,DNK,5614932,520057474,0.010796752821977519
2014,Denmark,0,12.3,6.7,0,0,9.2,NA,NA,12.3,DNK,5643475,521194086,0.010827972057994534
2015,Denmark,0,21.1,7.8,0,0,4.2,7.8,21.1,21.1,DNK,5683483,522683036,0.010873670290688371
2016,Denmark,0,21.1,7.8,0,0,4.2,NA,NA,21.1,DNK,5728010,524226948,0.010926584415114807
2017,Denmark,0,21.1,7.8,0,0,4.2,NA,NA,21.1,DNK,5764980,525359268,0.010973404965228481
2018,Denmark,0,21.1,7.8,0,0,4.2,NA,NA,21.1,DNK,5793636,526797856,0.010997835192404428
2019,Denmark,2.4,8.7,6.9,0,0,7.7,6.9,11.1,8.7,DNK,5814422,527825192,0.011015809946411197
2020,Denmark,2.4,8.7,6.9,0,0,7.7,NA,NA,8.7,DNK,5831404,527999064,0.011044345336187944
2021,Denmark,2.4,8.7,6.9,0,0,7.7,NA,NA,8.7,DNK,5856733,527696744,0.011098671853847936
2022,Denmark,3.7,2.6,5.1,0,0,8.3,5.1,6.300000000000001,2.6,DNK,5903037,529422891,0.011149946669004155
2023,Denmark,3.7,2.6,5.1,0,0,8.3,NA,NA,2.6,DNK,5946952,532183631,0.011174624046262708
2024,Denmark,3.7,2.6,5.1,0,0,8.3,NA,NA,2.6,DNK,5976992,534418555,0.011184102692691874
2025,Denmark,3.7,2.6,5.1,0,0,8.3,NA,NA,2.6,DNK,5976992,534418555,0.011184102692691874
2026,Denmark,0,17,6.3,0,0,11.600000000000001,6.3,17,17,DNK,5976992,534418555,0.011184102692691874
1993,Estonia,8.79,6.89,0,0,0,0,NA,NA,6.89,EST,1494128,493577339,0.0030271405956909217
1994,Estonia,8.79,6.89,0,0,0,0,NA,NA,6.89,EST,1462514,494866526,0.0029553706366471835
1995,Estonia,0,3.61,0,0,0,14.17,0,3.61,3.61,EST,1436634,495896419,0.0028970445136446933
1996,Estonia,0,3.61,0,0,0,14.17,NA,NA,3.61,EST,1415594,496794186,0.002849457662533917
1997,Estonia,0,3.61,0,0,0,14.17,NA,NA,3.61,EST,1399535,497629796,0.00281240193262061
1998,Estonia,0,3.61,0,0,0,14.17,NA,NA,3.61,EST,1386156,498422758,0.0027810848877811473
